id,created_at,updated_at,TR_TARGET_ID,DRUG_ID,INTEGRITY_PATENT_ID,TARGET_NAME,DRUG_NAME,PRODUCT_CATEGORY,MOLECULAR_MECHANISM,CELLULAR_MECHANISM,UNDER_ACTIVE_DEVELOPMENT,HIGHEST_PHASE,INACTIVE_CONDITIONS,ORIGINATOR_ORGANIZATION,INACTIVE_ORGANIZATION,ACTIVE_CONDITIONS,SMILES,SEQUENCE,CAS_NUMBER,CORTELLIS_ID,ACTIVE_ORGANIZATION
991,2016-04-05 22:59:35.278569,2016-04-05 22:59:35.278569,1041272234113,675853,,NAD-dependent protein deacetylase sirtuin-1,675853,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors,,N,Biological Testing,"Cancer
NOT DETERMINED
Neurodegeneration",Nagoya City University (NCU),Nagoya City University (NCU),,CC(=S)NCCCC[C@@H](C(=O)Nc1ccccc1)NC(=O)OCc2ccccc2,,,Null,
992,2016-04-05 22:59:35.282749,2016-04-05 22:59:35.282749,1041272234113,675333,,NAD-dependent protein deacetylase sirtuin-1,675333,Null,"NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors
NAD-Dependent Protein Deacetylase Sirtuin-2 (SIRT2) Inhibitors",,N,Biological Testing,Cancer,,"ChemDiv
Enzo",,CCc1ccc(cc1)OCCCC(=O)Oc2ccc3c4ccccc4c(=O)oc3c2,,,Null,
993,2016-04-05 22:59:35.287205,2016-04-05 22:59:35.287205,1041272234113,675182,,NAD-dependent protein deacetylase sirtuin-1,MC-2566,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Cancer,"Universita degli Studi di Milano
Univ degli studi di Napoli Federico II
Universita degli Studi ""La Sapienza""
Harvard Medical School","Universita degli Studi di Milano
Univ degli studi di Napoli Federico II
Universita degli Studi ""La Sapienza""
Harvard Medical School",,c1ccc(cc1)CN2C=C(C(C(=C2)C(=O)N)c3ccccc3)C(=O)N,,,Null,
994,2016-04-05 22:59:35.291466,2016-04-05 22:59:35.291466,1041272234113,670095,203763,NAD-dependent protein deacetylase sirtuin-1,670095,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Preclinical,Diabetes type 2,Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,COCCN1CCN(CC1)Cc2cc3c(nc2)sc(n3)c4ccccc4NC(=O)c5cccc(c5)c6ccccc6,,,Null,
995,2016-04-05 22:59:35.295713,2016-04-05 22:59:35.295713,1041272234113,666704,254600,NAD-dependent protein deacetylase sirtuin-1,666704,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors,,N,Biological Testing,"Cancer
Neurodegeneration","University of St. Andrews
University of Dundee","University of St. Andrews
University of Dundee",,c1ccc2c(c1)ccc(c2Cc3c([nH]c(=S)[nH]c3=O)c4ccc(cc4)Br)O,,,Null,
996,2016-04-05 22:59:35.300737,2016-04-05 22:59:35.300737,1041272234113,665802,,NAD-dependent protein deacetylase sirtuin-1,665802,"
Oligopeptides, less than 10 AA
",NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors,,N,Biological Testing,Cancer,"University of Helsinki
University of Eastern Finland (UEF)","University of Helsinki
University of Eastern Finland (UEF)",,CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)N,,,Null,
997,2016-04-05 22:59:35.305711,2016-04-05 22:59:35.305711,1041272234113,665801,,NAD-dependent protein deacetylase sirtuin-1,665801,"Oligopeptides, less than 10 AA",NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors,,N,Biological Testing,Cancer,"University of Helsinki
University of Eastern Finland (UEF)","University of Helsinki
University of Eastern Finland (UEF)",,C[C@@H](C(=O)N[C@@H](CCSC)C(=O)O)NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1cnc[nH]1)N,,,Null,
998,2016-04-05 22:59:35.309974,2016-04-05 22:59:35.309974,1041272234113,660870,,NAD-dependent protein deacetylase sirtuin-1,660870,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Diabetes type 2,Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,COc1ccc(c(c1)OC)C(=O)Nc2cccc(c2)c3[nH]c4c(n3)cccn4,,,Null,
999,2016-04-05 22:59:35.314415,2016-04-05 22:59:35.314415,1041272234113,660868,131584,NAD-dependent protein deacetylase sirtuin-1,660868,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Diabetes type 2,Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,c1ccc2c(c1)[nH]c(n2)c3cc(ccc3NC(=O)c4cnc5ccccc5n4)CN6CCNCC6,,,Null,
1000,2016-04-05 22:59:35.318544,2016-04-05 22:59:35.318544,1041272234113,660863,403271,NAD-dependent protein deacetylase sirtuin-1,660863,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Diabetes type 2,Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,COc1ccc(c(c1)OC)C(=O)Nc2cc(cc(c2)c3nc4c(o3)cccn4)CN5CCNCC5,,,Null,
1001,2016-04-05 22:59:35.323033,2016-04-05 22:59:35.323033,1041272234113,657491,322221,NAD-dependent protein deacetylase sirtuin-1,Nitroxoline,Null,"Methionine Aminopeptidase-2 (MetAP2) Inhibitors
Methionine Aminopeptidase (Bacterial) Inhibitors
NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors
Cathepsin B Inhibitors",Angiogenesis Inhibitors,N,Clinical,"Cancer
Inflammation
Infection, bacterial
Other dermatological disorders
Age-related macular degeneration (AMD)
Arthritis
Hematologic-blood cancer",Johns Hopkins University,"University Health Network (UHN)
Johns Hopkins University",,c1cc2c(ccc(c2nc1)O)[N+](=O)[O-],,,Null,
1002,2016-04-05 22:59:35.327239,2016-04-05 22:59:35.327239,1041272234113,656102,211625,NAD-dependent protein deacetylase sirtuin-1,656102,Null,"NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors
NAD-Dependent Protein Deacetylase Sirtuin-2 (SIRT2) Inhibitors",,N,Biological Testing,"Cancer
Obesity
Diabetes",Mirati Therapeutics,Mirati Therapeutics,,CCOC(=O)N[C@@H](CCCCNC(=S)NC)c1cc([nH]n1)c2ccc3ccccc3c2,,,Null,
1003,2016-04-05 22:59:35.331624,2016-04-05 22:59:35.331624,1041272234113,656101,211625,NAD-dependent protein deacetylase sirtuin-1,656101,Null,"NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors
NAD-Dependent Protein Deacetylase Sirtuin-2 (SIRT2) Inhibitors",,N,Biological Testing,"Cancer
Obesity
Diabetes",Mirati Therapeutics,Mirati Therapeutics,,CNC(=S)NCCCC[C@@H](c1nc([nH]n1)c2cc3ccccc3nc2)NC(=O)OCc4ccccc4,,,Null,
1004,2016-04-05 22:59:35.336174,2016-04-05 22:59:35.336174,1041272234113,656099,211625,NAD-dependent protein deacetylase sirtuin-1,656099,Null,"NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors
NAD-Dependent Protein Deacetylase Sirtuin-2 (SIRT2) Inhibitors",,N,Biological Testing,"Cancer
Obesity
Diabetes",Mirati Therapeutics,Mirati Therapeutics,,CC(=S)NCCCC[C@@H](c1[nH]c(cn1)c2ccc(cc2)Br)NC(=O)OCc3ccccc3,,,Null,
1005,2016-04-05 22:59:35.340388,2016-04-05 22:59:35.340388,1041272234113,656098,211625,NAD-dependent protein deacetylase sirtuin-1,656098,Null,"NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors
NAD-Dependent Protein Deacetylase Sirtuin-2 (SIRT2) Inhibitors",,N,Biological Testing,"Cancer
Obesity
Diabetes",Mirati Therapeutics,Mirati Therapeutics,,CC(=S)NCCCC[C@@H](C(=O)Nc1nc(cs1)c2ccccc2)N,,,Null,
1006,2016-04-05 22:59:35.345107,2016-04-05 22:59:35.345107,1041272234113,656080,211625,NAD-dependent protein deacetylase sirtuin-1,656080,Null,"NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors
NAD-Dependent Protein Deacetylase Sirtuin-2 (SIRT2) Inhibitors",,N,Biological Testing,"Cancer
Obesity
Diabetes",Mirati Therapeutics,Mirati Therapeutics,,CC(C)(C)OC(=O)N[C@@H](CCCCNC(=S)N)C(=O)Nc1nc(cs1)c2ccccc2,,,Null,
1007,2016-04-05 22:59:35.349092,2016-04-05 22:59:35.349092,1041272234113,654621,,NAD-dependent protein deacetylase sirtuin-1,184072,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Phase II,"Diabetes type 2
Hematologic-blood cancer
Cancer, colon",GlaxoSmithKline,GlaxoSmithKline,,,,,62838,
1008,2016-04-05 22:59:35.353638,2016-04-05 22:59:35.353638,1041272234113,654368,,NAD-dependent protein deacetylase sirtuin-1,654368,Null,"NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors
NAD-Dependent Protein Deacetylase Sirtuin-2 (SIRT2) Inhibitors",,N,Biological Testing,Cancer,"Martin Luther Universitaet
University of California, San Francisco
Universitaet Freiburg","Martin Luther Universitaet
University of California, San Francisco
Universitaet Freiburg",,c1ccc2c(c1)cccc2C=C3C(=O)NC(=S)NC3=O,,,Null,
1009,2016-04-05 22:59:35.359454,2016-04-05 22:59:35.359454,1041272234113,654366,,NAD-dependent protein deacetylase sirtuin-1,654366,Null,"NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors
NAD-Dependent Protein Deacetylase Sirtuin-2 (SIRT2) Inhibitors",,N,Biological Testing,Cancer,"Martin Luther Universitaet
University of California, San Francisco
Universitaet Freiburg","Martin Luther Universitaet
University of California, San Francisco
Universitaet Freiburg",,c1ccc(cc1)c2ccc(cc2)C=C3C(=O)NC(=S)NC3=O,,,Null,
1010,2016-04-05 22:59:35.363078,2016-04-05 22:59:35.363078,1041272234113,654363,,NAD-dependent protein deacetylase sirtuin-1,654363,Null,"NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors
NAD-Dependent Protein Deacetylase Sirtuin-2 (SIRT2) Inhibitors",,N,Biological Testing,Cancer,"Martin Luther Universitaet
University of California, San Francisco
Universitaet Freiburg","Martin Luther Universitaet
University of California, San Francisco
Universitaet Freiburg",,c1ccc2c(c1)cc([nH]2)C=C3C(=O)NC(=S)NC3=O,,,Null,
1011,2016-04-05 22:59:35.366284,2016-04-05 22:59:35.366284,1041272234113,653586,208033,NAD-dependent protein deacetylase sirtuin-1,653586,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Cancer,Syndax Pharmaceuticals,Syndax Pharmaceuticals,,CCc1c(c([nH]c1CC(=O)N)/C=C\CN)CC,,,Null,
1012,2016-04-05 22:59:35.370229,2016-04-05 22:59:35.370229,1041272234113,653585,208033,NAD-dependent protein deacetylase sirtuin-1,653585,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Cancer,Syndax Pharmaceuticals,Syndax Pharmaceuticals,,COc1cc([nH]c1CC(=O)N)/C=C\CCl,,,Null,
1013,2016-04-05 22:59:35.375613,2016-04-05 22:59:35.375613,1041272234113,653584,208033,NAD-dependent protein deacetylase sirtuin-1,653584,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Cancer,Syndax Pharmaceuticals,Syndax Pharmaceuticals,,c1c2c([nH]c1/C=C\CO)[C@H](CCC2)C(=O)N,,,Null,
1014,2016-04-05 22:59:35.380017,2016-04-05 22:59:35.380017,1041272234113,653583,208033,NAD-dependent protein deacetylase sirtuin-1,653583,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Cancer,Syndax Pharmaceuticals,Syndax Pharmaceuticals,,C1Cc2c(c([nH]c2C(C1)C(=O)N)/C=N\CCCl)CCOCCO,,,Null,
1015,2016-04-05 22:59:35.383157,2016-04-05 22:59:35.383157,1041272234113,653561,208033,NAD-dependent protein deacetylase sirtuin-1,653561,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Cancer,Syndax Pharmaceuticals,Syndax Pharmaceuticals,,C1CCc2c(c([nH]c2/C=C\CCCl)CC(=O)N)C1,,,Null,
1016,2016-04-05 22:59:35.387192,2016-04-05 22:59:35.387192,1041272234113,651943,,NAD-dependent protein deacetylase sirtuin-1,651943,Chalcones,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors,,N,Biological Testing,Cancer,Mitsubishi Kagaku Inst. Life Sciences,Mitsubishi Kagaku Inst. Life Sciences,,c1cc(cc(c1)O)/C=C/C(=O)c2ccc(c(c2O)O)O,,,Null,
1017,2016-04-05 22:59:35.393037,2016-04-05 22:59:35.393037,1041272234113,651143,,NAD-dependent protein deacetylase sirtuin-1,SRT-2104,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Phase II,"Chronic obstructive pulmonary disease (COPD)
Aging
Psoriasis, plaque
Diabetes type 2
Ulcerative colitis
Sarcopenia","GlaxoSmithKline
Sirtris Pharmaceuticals","GlaxoSmithKline
Sirtris Pharmaceuticals",,,,,61851,
1018,2016-04-05 22:59:35.397074,2016-04-05 22:59:35.397074,1041272234113,650949,203763,NAD-dependent protein deacetylase sirtuin-1,650949,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Diabetes,Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,COCCN1CCN(CC1)Cc2cc3c(nc2)sc(n3)c4ccccc4NC(=O)c5cccc(n5)c6cccc(c6)C#N,,,Null,
1019,2016-04-05 22:59:35.401243,2016-04-05 22:59:35.401243,1041272234113,650948,203763,NAD-dependent protein deacetylase sirtuin-1,650948,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Diabetes,Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,COCCN1CCN(CC1)Cc2cc3c(nc2)sc(n3)c4ccccc4NC(=O)c5cccc(n5)c6cccc(c6)F,,,Null,
1020,2016-04-05 22:59:35.405947,2016-04-05 22:59:35.405947,1041272234113,650945,203763,NAD-dependent protein deacetylase sirtuin-1,650945,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Diabetes,Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,Cn1cc(cc1C(=O)Nc2ccccc2c3nc4cc(cnc4s3)CN5CCN(CC5)CCOC)c6ccccc6,,,Null,
1021,2016-04-05 22:59:35.411444,2016-04-05 22:59:35.411444,1041272234113,650941,203764,NAD-dependent protein deacetylase sirtuin-1,STRAY-02,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Preclinical,"Diabetes
Huntington's disease",Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,Cc1c(sc(n1)c2cccnc2)C(=O)Nc3ccccc3c4cn5c(csc5n4)CN6CCOCC6,,,88442,
1022,2016-04-05 22:59:35.414990,2016-04-05 22:59:35.414990,1041272234113,641229,,NAD-dependent protein deacetylase sirtuin-1,641229,Null,"NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors
Histone N-Acetyltransferase (HAT) Inhibitors
Protein Arginine N-Methyltransferases (PRMT) Inhibitors
NAD-Dependent Protein Deacetylase Sirtuin-2 (SIRT2) Inhibitors",,N,Biological Testing,"Cancer
Leukemia","IGBMC
M.D. Anderson Cancer Center
Universita degli Studi di Salerno
Universita degli Studi ""La Sapienza""
Medizinische Universitaet Innsbruck
Seconda Universita degli Studi Napoli","IGBMC
M.D. Anderson Cancer Center
Universita degli Studi di Salerno
Universita degli Studi ""La Sapienza""
Medizinische Universitaet Innsbruck
Seconda Universita degli Studi Napoli",,c1c(c(c(cc1/C=C\2/C(=O)/C(=C/c3cc(c(c(c3)Br)O)Br)/CSC2)Br)O)Br,,,Null,
1023,2016-04-05 22:59:35.418510,2016-04-05 22:59:35.418510,1041272234113,637125,,NAD-dependent protein deacetylase sirtuin-1,637125,Null,"NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors
NAD-Dependent Protein Deacetylase Sirtuin-2 (SIRT2) Inhibitors",,N,Biological Testing,"Cancer
Heart failure
Diabetes
Neurodegeneration",University of Eastern Finland (UEF),University of Eastern Finland (UEF),,c1ccc2c(c1)cccc2c3nc(on3)C(=O)NNC(=S)Nc4cccc(c4)C(F)(F)F,,,Null,
1024,2016-04-05 22:59:35.423939,2016-04-05 22:59:35.423939,1041272234113,636079,179726,NAD-dependent protein deacetylase sirtuin-1,636079,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,"Eye Disorders
Disorders of hemostasis
Neuropathy
Hypertension
Stroke
Diabetes
Dementia, Alzheimer's type
Arthritis",Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,Cc1ccc(o1)c2[nH]c3cc(ccc3n2)c4nc5ccncc5s4,,,Null,
1025,2016-04-05 22:59:35.428799,2016-04-05 22:59:35.428799,1041272234113,636078,179726,NAD-dependent protein deacetylase sirtuin-1,636078,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,"Eye Disorders
Disorders of hemostasis
Neuropathy
Hypertension
Stroke
Diabetes
Dementia, Alzheimer's type
Arthritis",Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,c1cc(c2c(c1)nc([nH]2)c3cccs3)c4nc5ccncc5s4,,,Null,
1026,2016-04-05 22:59:35.432262,2016-04-05 22:59:35.432262,1041272234113,636077,179726,NAD-dependent protein deacetylase sirtuin-1,636077,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,"Eye Disorders
Disorders of hemostasis
Neuropathy
Hypertension
Stroke
Diabetes
Dementia, Alzheimer's type
Arthritis",Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,CN(C)c1ccc(cc1)c2[nH]c3c(cccc3n2)c4nc5ccncc5s4,,,Null,
1027,2016-04-05 22:59:35.435802,2016-04-05 22:59:35.435802,1041272234113,636076,179726,NAD-dependent protein deacetylase sirtuin-1,636076,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,"Eye Disorders
Disorders of hemostasis
Neuropathy
Hypertension
Stroke
Diabetes
Dementia, Alzheimer's type
Arthritis",Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,c1ccc(cc1)c2[nH]c3c(cccc3n2)c4nc5ccncc5s4,,,Null,
1028,2016-04-05 22:59:35.441692,2016-04-05 22:59:35.441692,1041272234113,636075,179726,NAD-dependent protein deacetylase sirtuin-1,636075,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,"Eye Disorders
Disorders of hemostasis
Neuropathy
Hypertension
Stroke
Diabetes
Dementia, Alzheimer's type
Arthritis",Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,c1ccc2c(c1)cc(cn2)c3[nH]c4c(cccc4n3)c5nc6ccncc6s5,,,Null,
1029,2016-04-05 22:59:35.446133,2016-04-05 22:59:35.446133,1041272234113,636074,179726,NAD-dependent protein deacetylase sirtuin-1,636074,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,"Eye Disorders
Disorders of hemostasis
Neuropathy
Hypertension
Stroke
Diabetes
Dementia, Alzheimer's type
Arthritis",Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,COc1ccc(cc1OC)c2[nH]c3c(cccc3n2)c4nc5ccncc5s4,,,Null,
1030,2016-04-05 22:59:35.450717,2016-04-05 22:59:35.450717,1041272234113,635411,,NAD-dependent protein deacetylase sirtuin-1,635411,Null,"NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors
Histone N-Acetyltransferase (HAT) Inhibitors
Protein Arginine N-Methyltransferases (PRMT) Inhibitors
NAD-Dependent Protein Deacetylase Sirtuin-2 (SIRT2) Inhibitors",,N,Biological Testing,"Cancer
Leukemia","IGBMC
M.D. Anderson Cancer Center
Universita degli Studi di Salerno
Universita degli Studi ""La Sapienza""
Medizinische Universitaet Innsbruck
Seconda Universita degli Studi Napoli","IGBMC
M.D. Anderson Cancer Center
Universita degli Studi di Salerno
Universita degli Studi ""La Sapienza""
Medizinische Universitaet Innsbruck
Seconda Universita degli Studi Napoli",,c1c(c(c(cc1/C=C\2/C(=O)/C(=C/c3cc(c(c(c3)Br)O)Br)/COC2)Br)O)Br,,,Null,
1031,2016-04-05 22:59:35.454542,2016-04-05 22:59:35.454542,1041272234113,629444,,NAD-dependent protein deacetylase sirtuin-1,629444,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors,,N,Biological Testing,Cancer,,San Francisco State University,,CC(C)(C)c1ccc(cc1)C(=O)O,,000098-73-7,Null,
1032,2016-04-05 22:59:35.460696,2016-04-05 22:59:35.460696,1041272234113,628975,,NAD-dependent protein deacetylase sirtuin-1,628975,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Diabetes type 2,Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,c1ccc(c(c1)c2cn3c(csc3n2)CN4CC5CC4CN5)NC(=O)c6cnc7ccccc7n6,,,Null,
1033,2016-04-05 22:59:35.464414,2016-04-05 22:59:35.464414,1041272234113,628885,,NAD-dependent protein deacetylase sirtuin-1,SRT-100,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Preclinical,Diabetes type 2,Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,,,,58034,
1034,2016-04-05 22:59:35.468224,2016-04-05 22:59:35.468224,1041272234113,477190,,NAD-dependent protein deacetylase sirtuin-1,SRT-2172,Null,"NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators
MMP9 Expression Inhibitors",,N,Preclinical,Chronic obstructive pulmonary disease (COPD),Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,,,,64535,
1035,2016-04-05 22:59:35.473883,2016-04-05 22:59:35.473883,1041272234113,476013,,NAD-dependent protein deacetylase sirtuin-1,476013,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Diabetes type 2,Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,COc1ccc(cc1OC)C(=O)Nc2ccccc2c3[nH]c4c(n3)cccn4,,,Null,
1036,2016-04-05 22:59:35.479523,2016-04-05 22:59:35.479523,1041272234113,476012,131584,NAD-dependent protein deacetylase sirtuin-1,476012,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Diabetes type 2,Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,c1ccc(c(c1)c2[nH]c3ccccc3n2)NC(=O)c4cnc5ccccc5n4,,,Null,
1037,2016-04-05 22:59:35.484340,2016-04-05 22:59:35.484340,1041272234113,476010,131584,NAD-dependent protein deacetylase sirtuin-1,476010,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Diabetes type 2,Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,COc1ccc(cc1OC)C(=O)Nc2ccccc2c3[nH]c4ccccc4n3,,,Null,
1038,2016-04-05 22:59:35.489778,2016-04-05 22:59:35.489778,1041272234113,473876,470342,NAD-dependent protein deacetylase sirtuin-1,Tenovin 6,Null,"NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors
NAD-Dependent Protein Deacetylase Sirtuin-2 (SIRT2) Inhibitors",,N,Preclinical,Cancer,"University of Dundee
University of St. Andrews","University of Dundee
University of St. Andrews",,CC(C)(C)c1ccc(cc1)C(=O)NC(=S)Nc2ccc(cc2)NC(=O)CCCCN(C)C.Cl,,,58621,
1039,2016-04-05 22:59:35.493466,2016-04-05 22:59:35.493466,1041272234113,466496,248619,NAD-dependent protein deacetylase sirtuin-1,SRT-2183,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Diabetes type 2,Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,c1ccc2cc(ccc2c1)C(=O)Nc3ccccc3c4cn5c(csc5n4)CN6CC[C@H](C6)O,,,Null,
1040,2016-04-05 22:59:35.499102,2016-04-05 22:59:35.499102,1041272234113,466420,,NAD-dependent protein deacetylase sirtuin-1,NF-259,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors,,N,Biological Testing,Cancer,"Martin Luther Universitaet
Universitaet Freiburg
Heinrich-Heine-Universitaet Duesseldorf","Martin Luther Universitaet
Universitaet Freiburg
Heinrich-Heine-Universitaet Duesseldorf",,COc1ccc(cc1NC(=O)Nc2cc(ccc2OC)C(=O)Nc3ccc(c4c3c(cc(c4)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])C(=O)Nc5ccc(c6c5c(cc(c6)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],,,Null,
1041,2016-04-05 22:59:35.502506,2016-04-05 22:59:35.502506,1041272234113,466419,,NAD-dependent protein deacetylase sirtuin-1,NF-675,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Inhibitors,,N,Biological Testing,Cancer,"Martin Luther Universitaet
Universitaet Freiburg
Heinrich-Heine-Universitaet Duesseldorf","Martin Luther Universitaet
Universitaet Freiburg
Heinrich-Heine-Universitaet Duesseldorf",,c1cc(cc(c1)NC(=O)c2cc(cc(c2)N)C(=O)Nc3cccc(c3)C(=O)Nc4ccc(c5c4c(cc(c5)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])C(=O)Nc6ccc(c7c6c(cc(c7)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],,,Null,
1042,2016-04-05 22:59:35.507931,2016-04-05 22:59:35.507931,1041272234113,466390,345286,NAD-dependent protein deacetylase sirtuin-1,SRT-1460,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Biological Testing,Diabetes type 2,Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,COc1cc(cc(c1OC)OC)C(=O)Nc2ccccc2c3cn4c(csc4n3)CN5CCNCC5,,,Null,
1043,2016-04-05 22:59:35.513691,2016-04-05 22:59:35.513691,1041272234113,466068,432545,NAD-dependent protein deacetylase sirtuin-1,SRT-1720,Null,NAD-Dependent Protein Deacetylase Sirtuin-1 (SIRT1) Activators,,N,Preclinical,"Diabetes type 2
Ischemia",Sirtris Pharmaceuticals,Sirtris Pharmaceuticals,,c1ccc(c(c1)c2cn3c(csc3n2)CN4CCNCC4)NC(=O)c5cnc6ccccc6n5,,925435-64-9,58034,
